color,color_hue,color_sat,color_bri,021901_DSC03560.png,percentage
-16382966,184.16667,153.0,10.0,201939,25.68
-15988467,201.875,78.46154,13.0,103134,13.11
-16120308,198.33333,127.5,12.0,101922,12.96
-15528948,0.0,93.947365,19.0,54451,06.92
-15594478,212.5,85.0,18.0,44074,05.60
-15857135,194.28572,105.0,17.0,29771,03.79
-15135220,6.538461,132.59999,25.0,26614,03.38
-14871790,3.8636353,96.72414,29.0,25671,03.26
-16448250,170.0,42.5,6.0,20063,02.55
-15003379,12.142857,132.22221,27.0,15658,01.99
-16054010,25.5,115.909096,11.0,13904,01.77
-14543597,5.6666665,112.5,34.0,13091,01.66
-13952237,14.166666,142.32559,43.0,10562,01.34
-14412787,12.934782,162.91667,36.0,9878,01.26
-15529722,9.807692,174.4737,19.0,8604,01.09
-15396589,233.75,48.57143,21.0,6826,00.87
-16054779,7.0833344,139.09091,11.0,6840,00.87
-16381946,85.0,63.75,8.0,5981,00.76
-14345965,14.166666,124.054054,37.0,5874,00.75
-14084335,10.625,149.26828,41.0,5628,00.72
-15134958,242.25,102.0,25.0,4849,00.62
-16185839,181.5909,165.0,17.0,4821,00.61
-15464186,9.107143,178.5,20.0,4758,00.61
-14084595,13.660715,174.14635,41.0,3794,00.48
-13360619,17.82258,152.01923,52.0,3726,00.47
-16317166,176.53847,184.16666,18.0,3579,00.46
-15396594,18.214285,85.0,21.0,3544,00.45
-12375269,16.999998,152.2388,67.0,3318,00.42
-13492973,13.709677,158.1,50.0,2814,00.36
-12178921,17.180853,171.21428,70.0,2868,00.36
-14214631,3.0357153,91.53847,39.0,2654,00.34
-12901354,16.081081,159.91525,59.0,2573,00.33
-13360358,14.711538,127.5,52.0,2429,00.31
-11849444,18.98936,159.8,75.0,2450,00.31
-12900839,16.25,146.94914,59.0,2220,00.28
-15068922,23.375,196.15385,26.0,2160,00.27
-15068391,218.57143,68.65385,26.0,2120,00.27
-12768998,18.214285,146.31146,61.0,1962,00.25
-15594215,187.70833,122.399994,25.0,2002,00.25
-14018292,18.416668,182.14287,42.0,1892,00.24
-11060702,19.245283,155.34483,87.0,1542,00.20
-11127267,18.64035,169.01163,86.0,1386,00.18
-5476814,20.90164,180.87209,172.0,1437,00.18
-9943771,20.29851,164.27885,104.0,1406,00.18
-7579352,20.825,182.14287,140.0,1275,00.16
-9089495,20.690788,165.64104,117.0,1163,00.15
-13428723,12.302633,190.0,51.0,1030,00.13
-13296362,9.596775,149.15096,53.0,805,00.10
-6790096,21.25,174.4737,152.0,744,00.09
-14545400,9.807692,195.0,34.0,721,00.09
-10273765,19.479166,185.45454,99.0,596,00.08
-11979995,16.527777,125.753426,73.0,605,00.08
-10402779,21.958332,157.73195,97.0,516,00.07
-4027312,22.368422,149.84535,194.0,517,00.07
-6923491,21.77686,205.7,150.0,212,00.03
-9479348,18.214285,80.4054,111.0,256,00.03
-13557483,18.214285,145.7143,49.0,217,00.03
-11916787,20.20492,210.2027,74.0,256,00.03
-2243669,20.400002,57.692307,221.0,272,00.03
-5541309,19.20673,155.08772,171.0,147,00.02
-13819613,247.91666,68.0,45.0,165,00.02
-10802662,10.461538,182.14287,91.0,81,00.01
-8033146,210.86539,49.47761,134.0,57,00.01
-15920371,85.0,80.52631,19.0,8,00.00
