color,color_hue,color_sat,color_bri,012501_DSC03539.png,percentage
-15529203,244.375,107.36842,19.0,127084,16.16
-15989238,226.66667,127.5,12.0,116903,14.86
-15857396,229.5,91.071434,14.0,78464,09.98
-16055290,242.85715,162.27272,11.0,74596,09.49
-15135219,3.5416658,122.399994,25.0,45341,05.77
-15726837,236.11111,143.4375,16.0,42717,05.43
-16382967,187.0,141.66667,9.0,36277,04.61
-14937582,0.0,91.071434,28.0,33541,04.26
-15397871,231.38889,109.28571,21.0,29175,03.71
-14478317,2.65625,116.57143,35.0,26445,03.36
-15134958,242.25,102.0,25.0,17725,02.25
-15529722,9.807692,174.4737,19.0,16382,02.08
-16383226,212.5,127.5,6.0,15757,02.00
-13886955,9.239131,133.29546,44.0,9393,01.19
-15003634,6.538461,122.77778,27.0,9313,01.18
-16054009,21.25,92.72727,11.0,8449,01.07
-15661563,3.5416658,180.0,17.0,7389,00.94
-14084589,5.795454,136.82927,41.0,7069,00.90
-14280682,5.3125,107.36842,38.0,6678,00.85
-15331054,246.50002,57.954548,22.0,6627,00.84
-13952231,4.722222,106.74419,43.0,4514,00.57
-13427175,8.173078,130.0,51.0,4407,00.56
-13493227,10.258621,147.9,50.0,4092,00.52
-14478834,8.095238,153.0,35.0,3688,00.47
-14937319,226.66667,81.96429,28.0,3419,00.43
-12376806,11.402438,156.04478,67.0,3399,00.43
-12901605,10.625,138.30508,59.0,3323,00.42
-13360869,10.200001,122.59615,52.0,3305,00.42
-15529966,216.36365,147.63158,19.0,3144,00.40
-12048358,12.934782,162.91667,72.0,2856,00.36
-12968684,10.065789,167.06897,58.0,2601,00.33
-14346215,251.73077,89.5946,37.0,2175,00.28
-12836586,12.302633,161.5,60.0,2093,00.27
-7514581,18.64796,177.23404,141.0,2093,00.27
-15005179,9.659092,207.77777,27.0,2007,00.26
-9812952,18.030304,158.77359,106.0,2010,00.26
-10996188,14.711538,150.68181,88.0,1972,00.25
-9024212,18.952702,159.91525,118.0,1678,00.21
-14019572,11.333333,182.14287,42.0,1622,00.21
-11326440,14.406779,181.26506,83.0,1468,00.19
-10996707,16.567797,170.96591,88.0,1307,00.17
-11915741,11.987179,134.39189,74.0,1324,00.17
-10142685,16.098484,166.63365,101.0,1252,00.16
-7117003,22.606384,163.06123,147.0,1249,00.16
-14414584,7.589285,198.33334,36.0,1100,00.14
-13429236,10.897435,195.0,51.0,1080,00.14
-11720431,16.999998,198.7013,77.0,857,00.11
-10078180,16.081081,185.0,102.0,814,00.10
-5207465,24.353933,128.94887,176.0,788,00.10
-15331059,18.888887,104.318184,22.0,760,00.10
-5741777,18.264463,183.6607,168.0,738,00.09
-12051952,7.589285,198.33334,72.0,632,00.08
-15857136,198.33333,95.625,16.0,665,00.08
-6525365,18.364197,132.40385,156.0,553,00.07
-1587290,21.576923,71.75324,231.0,431,00.05
-13032158,5.5434794,102.89474,57.0,293,00.04
-3180747,18.214285,189.71014,207.0,302,00.04
-6867924,3.1775694,180.69537,151.0,225,00.03
-2845103,22.385496,157.57076,212.0,172,00.02
-10021617,2.897727,217.86407,103.0,167,00.02
-13360876,17.265625,156.92308,52.0,166,00.02
-9096153,7.0833344,170.0,117.0,167,00.02
-9153208,12.556819,96.72414,116.0,123,00.02
-10140891,19.921875,161.58415,101.0,76,00.01
