color,color_hue,color_sat,color_bri,020901_DSC03558.png,percentage
-16448507,212.5,51.0,5.0,243709,30.99
-16120572,7.0833344,153.0,10.0,74150,09.43
-15398647,0.0,145.7143,21.0,61445,07.81
-16448503,178.5,141.66667,9.0,61007,07.76
-15004923,11.590908,207.77777,27.0,50198,06.38
-15529722,9.807692,174.4737,19.0,41541,05.28
-15661562,0.0,165.0,17.0,38131,04.85
-15070198,5.3125,156.92308,26.0,27050,03.44
-14413557,10.200001,177.08333,36.0,17986,02.29
-15922938,18.214285,137.3077,13.0,16482,02.10
-16381948,63.75,127.5,8.0,14925,01.90
-16186103,212.5,113.333336,9.0,14709,01.87
-13954293,10.625,189.76744,43.0,11499,01.46
-14545399,8.499999,187.5,34.0,10819,01.38
-13494773,11.987179,198.9,50.0,7341,00.93
-13889274,12.302633,220.22728,44.0,6095,00.78
-15857400,7.0833344,109.28571,14.0,5961,00.76
-14611194,11.018519,208.63637,33.0,5572,00.71
-15137021,7.727273,224.4,25.0,5207,00.66
-13362931,13.076922,191.25,52.0,4810,00.61
-12903925,13.28125,207.45763,59.0,4303,00.55
-11066355,13.209459,216.89656,87.0,4023,00.51
-15661304,250.75,150.0,17.0,3571,00.45
-12379382,12.675439,216.94029,67.0,3240,00.41
-10017012,12.609889,225.29126,103.0,3089,00.39
-5024242,18.545454,235.05588,179.0,2810,00.36
-13101561,13.010202,223.125,56.0,2735,00.35
-11983859,16.291666,209.58905,73.0,2701,00.34
-5813747,16.834417,235.1497,167.0,2503,00.32
-11920117,12.142857,217.0946,74.0,2355,00.30
-13953526,15.454546,195.69768,43.0,2276,00.29
-10013164,17.40964,205.48543,103.0,2285,00.29
-12048877,15.235849,187.70833,72.0,2096,00.27
-8768755,14.816515,227.82787,122.0,2044,00.26
-7915763,14.631148,230.44444,135.0,2031,00.26
-11065582,12.934782,202.24138,87.0,2083,00.26
-16316152,106.25,56.666668,9.0,1832,00.23
-9491441,12.838541,220.54054,111.0,1646,00.21
-6797806,16.492537,224.80263,152.0,1599,00.20
-6667507,16.276596,233.47403,154.0,1541,00.20
-5352687,17.86624,230.08621,174.0,1517,00.19
-14021114,9.444444,218.57143,42.0,1452,00.18
-6996468,15.51095,234.46309,149.0,1390,00.18
-13296878,10.928571,168.39624,53.0,1438,00.18
-12901871,17.202381,181.52542,59.0,1399,00.18
-8899054,14.999999,216.75,120.0,1288,00.16
-10931692,18.478262,197.69662,89.0,1214,00.15
-7849198,14.76695,221.25,136.0,1066,00.14
-13953519,8.173078,154.18605,43.0,938,00.12
-9353960,21.488764,200.8407,113.0,952,00.12
-14872565,11.805556,158.27585,29.0,835,00.11
-7715819,17.072649,216.19565,138.0,826,00.11
-11264500,10.625,218.57143,84.0,543,00.07
-3510505,20.893856,225.96535,202.0,567,00.07
-5872865,21.407408,207.37952,166.0,288,00.04
-9877203,19.833332,145.7143,105.0,222,00.03
-1388630,24.570312,69.74359,234.0,268,00.03
-3631276,24.547413,147.9,200.0,242,00.03
-6721194,17.126867,111.666664,153.0,153,00.02
-11390427,12.277777,139.93903,82.0,140,00.02
-15201006,235.68182,116.875,24.0,133,00.02
-13163739,250.75,92.72727,55.0,94,00.01
-9743546,14.932434,88.17757,107.0,47,00.01
-7460828,1.6037724,190.35211,142.0,20,00.00
